ax,ay,az,gx,gy,gz,dist,temp,shake,state
0.5348633465230322,1.23242016662612,-0.13463889545539065,0.6586515872986244,0.7021525630242695,0.5292908786201503,1.0,24.81235294117647,0,0
0.5314239506824247,1.2353970831592016,-0.1127931475892123,0.6605626512031202,0.7031247501575008,0.5321581423036825,1.0,24.81235294117647,0,0
0.5314239506824247,1.2327509351297958,-0.11310083417887677,0.6586515872986244,0.703738763083752,0.5292908786201503,1.0,24.718235294117648,0,0
0.5300864078555216,1.2347355461518503,-0.10879322192357399,0.6605626512031202,0.7031503340294278,0.5289722937664246,1.0,24.671176470588236,0,0
0.5314239506824247,1.2327509351297958,-0.10448560966827122,0.6586515872986244,0.7025619049751037,0.5292908786201503,1.0,24.81235294117647,0,0
0.5287488650286187,1.2327509351297958,-0.10448560966827122,0.6622007059784024,0.703738763083752,0.5286537089126988,1.0,24.76529411764706,0,0
0.5287488650286187,1.2274586390709836,-0.10448560966827122,0.6622007059784024,0.703738763083752,0.5274590157112271,1.0,24.76529411764706,0,0
0.5241630039078087,1.2254740280489291,-0.10048568400263294,0.6622007059784024,0.7033805888767721,0.5274590157112271,1.0,24.81235294117647,0,0
0.5241630039078087,1.2122432879018985,-0.10048568400263294,0.6592658578393551,0.7043527760100032,0.536538684042412,1.0,24.859411764705882,0,0
0.5232076161743066,1.2221663430121714,-0.10048568400263294,0.6592658578393551,0.7043527760100032,0.5230784739724975,1.0,24.76529411764706,0,0
0.5111697307321802,1.2122432879018985,-0.10048568400263294,0.6548294594896324,0.7043527760100032,0.5230784739724975,1.0,24.76529411764706,0,0
0.5111697307321802,1.221174037501144,-0.10356254989927778,0.6548294594896324,0.7040457695468776,0.5293705248335818,1.0,24.718235294117648,0,0
0.5251183916413108,1.2122432879018985,-0.10356254989927778,0.6548294594896324,0.7040457695468776,0.5293705248335818,1.0,24.718235294117648,0,0
0.5251183916413108,1.221174037501144,-0.10356254989927778,0.6548294594896324,0.7040457695468776,0.523158120185929,1.0,24.76529411764706,0,0
0.5253094691880112,1.2122432879018985,-0.10356254989927778,0.6574912984994661,0.7041992727784404,0.523158120185929,1.0,24.81235294117647,0,0
0.5300864078555216,1.221174037501144,-0.08448598134007976,0.6574912984994661,0.703175917901355,0.5293705248335818,1.0,24.81235294117647,0,0
0.5300864078555216,1.2244817225379017,-0.08448598134007976,0.6574912984994661,0.7041992727784404,0.523158120185929,1.0,24.76529411764706,0,0
0.5308507180423234,1.2244817225379017,-0.08417829475041529,0.6574912984994661,0.704659782473129,0.5179014700994535,1.0,24.859411764705882,0,0
0.5300864078555216,1.2244817225379017,-0.08417829475041529,0.6544881980781153,0.704659782473129,0.5179014700994535,1.0,24.859411764705882,0,0
0.5300864078555216,1.2565662673944504,-0.13463889545539065,0.6544881980781153,0.7041481050345861,0.5265032611500498,1.0,24.81235294117647,0,0
0.541168905564146,1.2565662673944504,-0.13463889545539065,0.6610404171792442,0.704659782473129,0.5249899830948522,1.0,24.76529411764706,0,0
0.541168905564146,1.2307663241077411,-0.1127931475892123,0.6544881980781153,0.7041481050345861,0.5265032611500498,1.0,24.718235294117648,0,0
0.541168905564146,1.2565662673944504,-0.13463889545539065,0.6396774528182723,0.7022037307681238,0.5281758316321101,1.0,24.76529411764706,0,0
0.5415510606575469,1.2307663241077411,-0.1281774770724365,0.6791955242719552,0.7041481050345861,0.5272200770709328,1.0,24.81235294117647,0,0
0.5415510606575469,1.2301047871003896,-0.1127931475892123,0.6514850976567648,0.7047109502169833,0.5272200770709328,1.0,24.671176470588236,0,0
0.541168905564146,1.2307663241077411,-0.12756210389310754,0.6396774528182723,0.7022037307681238,0.5281758316321101,1.0,24.76529411764706,0,0
0.541168905564146,1.2301047871003896,-0.12756210389310754,0.6514850976567648,0.7030735824136465,0.5281758316321101,1.0,24.81235294117647,0,0
0.5384938199103402,1.2294432500930381,-0.11679307325485058,0.6521676204797989,0.7040969372907319,0.5284147702724045,1.0,24.76529411764706,0,0
0.5363919668966356,1.2294432500930381,-0.10910090851323849,0.6514850976567648,0.7030735824136465,0.5284147702724045,1.0,24.76529411764706,0,0
0.5340990363362305,1.2360586201665533,-0.10910090851323849,0.6521676204797989,0.7030735824136465,0.5285740626992673,1.0,24.859411764705882,0,0
0.5363919668966356,1.2294432500930381,-0.10571635602692915,0.6563992619826112,0.7030735824136465,0.5284147702724045,1.0,24.81235294117647,0,0
0.5340990363362305,1.2304355556040656,-0.10571635602692915,0.6521676204797989,0.7029712469259378,0.5271404308575013,1.0,24.76529411764706,0,0
0.5287488650286187,1.2360586201665533,-0.10571635602692915,0.6530549001497434,0.7029712469259378,0.5271404308575013,1.0,24.718235294117648,0,0
0.5308507180423234,1.2307663241077411,-0.10787016215458055,0.6563992619826112,0.7030735824136465,0.5278572467783843,1.0,24.718235294117648,0,0
0.5308507180423234,1.2307663241077411,-0.11125471464088987,0.6530549001497434,0.7030735824136465,0.5278572467783843,1.0,24.81235294117647,0,0
0.5308507180423234,1.2320893981224443,-0.1127931475892123,0.6520311159151921,0.7031247501575008,0.5296094634738762,1.0,24.76529411764706,0,0
0.5308507180423234,1.2360586201665533,-0.1127931475892123,0.6530549001497434,0.7036364275960435,0.5296094634738762,1.0,24.81235294117647,0,0
0.5319971833225259,1.2320893981224443,-0.11125471464088987,0.6552389731834531,0.703738763083752,0.5299280483276019,1.0,24.718235294117648,0,0
0.5319971833225259,1.2320893981224443,-0.11125471464088987,0.6552389731834531,0.703738763083752,0.5299280483276019,1.0,24.859411764705882,0,0
0.5310417955890238,1.2310970926114169,-0.1127931475892123,0.6552389731834531,0.703738763083752,0.5327156657977026,1.0,24.81235294117647,0,0
0.5289399425753192,1.2310970926114169,-0.1106393414615609,0.6552389731834531,0.703738763083752,0.5327156657977026,1.0,24.81235294117647,0,0
0.5310417955890238,1.2310970926114169,-0.1106393414615609,0.6570135325233422,0.7036875953398978,0.5340696514260371,1.0,24.718235294117648,0,0
0.5310417955890238,1.2310970926114169,-0.11310083417887677,0.6570135325233422,0.7033805888767721,0.5327156657977026,1.0,24.81235294117647,0,0
0.5289399425753192,1.2310970926114169,-0.11310083417887677,0.6627467242368298,0.7031247501575008,0.5340696514260371,1.0,24.81235294117647,0,0
0.5331436486027283,1.2277894075746594,-0.1127931475892123,0.6627467242368298,0.7033805888767721,0.5319988498768196,1.0,24.76529411764706,0,0
0.5331436486027283,1.2277894075746594,-0.1127931475892123,0.6627467242368298,0.7033805888767721,0.5323970809439768,1.0,24.859411764705882,0,0
