ax,ay,az,gx,gy,gz,dist,temp,shake,state
0.5109786531854797,1.017420639236876,-0.52570855091895,0.7045171210065256,0.7934869858041491,0.3564585954739112,1.0,15.071176470588238,0,0
0.5112652695055304,1.0842358769793796,-0.5810921370585571,0.710659826413834,0.8306859355862065,0.29911332180326955,1.0,15.071176470588238,0,0
0.5109786531854797,1.151051114721883,-0.6364757231981641,0.7045171210065256,0.8678848853682639,0.3564585954739112,1.0,15.777058823529412,0,0
0.4911065883286362,1.2148894359313045,-0.6300143048152101,0.6989886861399482,0.907667806214962,0.3637064008961728,1.0,15.73,0,0
0.5109786531854797,1.151051114721883,-0.6235528864322559,0.6934602512733709,0.9474507270616603,0.37095420631843445,1.0,15.777058823529412,0,0
0.4851831843809232,1.2757508406076443,-0.6235528864322559,0.5741552618069845,0.9494974368158313,0.41937910408475404,1.0,15.73,0,0
0.4851831843809232,1.2757508406076443,-0.5903227347484916,0.50849656623109,0.9494974368158313,0.48938812569099566,1.0,15.73,0,0
0.4851831843809232,1.195374094214435,-0.5804767638792282,0.50849656623109,0.9494974368158313,0.48938812569099566,1.0,15.777058823529412,0,0
0.5190039101468974,1.1242588659241466,-0.5586310160130498,0.48392574460185706,0.9494974368158313,0.48938812569099566,1.0,15.777058823529412,0,0
0.4851831843809232,1.195374094214435,-0.5312469095329106,0.48392574460185706,0.9494974368158313,0.48938812569099566,1.0,15.777058823529412,0,0
0.4976032249164505,1.1490665036998284,-0.5275546704569369,0.5932659008519434,1.0837104289455926,0.47345888300470623,1.0,15.071176470588238,0,0
0.4914887434220371,1.195374094214435,-0.45094070963048033,0.5936754145457639,1.0986002424071866,0.4177861798161251,1.0,15.777058823529412,0.0125,0
0.4914887434220371,1.1957048627181106,-0.3346351787373053,0.5932659008519434,1.0986002424071866,0.4177861798161251,1.0,15.777058823529412,0,0.06
0.48766719248802864,1.1957048627181106,-0.3340198055579764,0.5932659008519434,1.0986002424071866,0.49822885538188616,1.0,15.73,0.1125,0.19999999999999998
0.4914887434220371,1.1957048627181106,-0.3340198055579764,0.5932659008519434,1.031570497958087,0.49822885538188616,1.0,15.777058823529412,0.037500000000000006,0.48000000000000015
0.48766719248802864,1.1957048627181106,-0.30694338566750173,0.5936754145457639,0.9705785472837923,0.5836892423938285,1.0,15.071176470588238,0.1375,0.8200000000000004
0.48766719248802864,1.2545816563723957,-0.30694338566750173,0.6097829531693721,0.9705785472837923,0.5836892423938285,1.0,15.777058823529412,0.4625,1
0.48422779664742116,1.1818125855637287,-0.30694338566750173,0.7384385053113277,0.935630978231323,0.5836892423938285,1.0,15.777058823529412,0.275,1
0.5039087839575642,1.2013279272805986,-0.33001987989233805,0.7398718032396997,0.9141405258125278,0.5257067990157352,1.0,15.777058823529412,0.22499999999999998,1
0.5117429633722814,1.2013279272805986,-0.33001987989233805,0.7384385053113277,0.8288950645513068,0.46979515718685977,1.0,15.777058823529412,0.7375,1
0.535245501616433,1.2013279272805986,-0.4530945157581317,0.744103444742512,0.7843791273980882,0.46979515718685977,1.0,15.11823529411765,0,1
0.5405956729240448,1.2013279272805986,-0.4761710099829681,0.744103444742512,0.7843791273980882,0.43873313394859553,1.0,15.777058823529412,0,0
0.5719323905829135,1.2013279272805986,-0.5807844504688926,0.6991934429868586,0.7843791273980882,0.43873313394859553,1.0,15.73,0,0
